PM25DAL12_PC,PM25DAL12_01,POSTALCODE_12,PROV_12
V5B1R6,0,V5B1R6,BC
V5B1R7,0,V5B1R7,BC
V5B1R8,0,V5B1R8,BC
V5B1R9,0,V5B1R9,BC
V5B1S1,0,V5B1S1,BC
V5B1S2,0,V5B1S2,BC
V5B1S3,0,V5B1S3,BC
V5B1S5,0.1,V5B1S5,BC
V5B1S6,0.1,V5B1S6,BC
V5B1S7,0.1,V5B1S7,BC
V5B1S9,0.1,V5B1S9,BC
V5B1T1,0.1,V5B1T1,BC
V5B1T2,0,V5B1T2,BC
V5B1T3,0,V5B1T3,BC
V5B1T4,0,V5B1T4,BC
V5B1T5,0,V5B1T5,BC
V5B1T6,0,V5B1T6,BC
V5B1T7,0,V5B1T7,BC
V5B1T8,0,V5B1T8,BC
V5B1T9,0,V5B1T9,BC
V5B1V1,0,V5B1V1,BC
V5B1V2,0,V5B1V2,BC
V5B1V3,0,V5B1V3,BC
V5B1V4,0,V5B1V4,BC
V5B1V5,0,V5B1V5,BC
V5B1V6,0,V5B1V6,BC
V5B1V7,0,V5B1V7,BC
V5B1V8,0,V5B1V8,BC
V5B1V9,0,V5B1V9,BC
V5B1W1,0,V5B1W1,BC
V5B1W2,0,V5B1W2,BC
V5B1W3,0,V5B1W3,BC
V5B1W4,0,V5B1W4,BC
V5B1W5,0,V5B1W5,BC
V5B1W6,0,V5B1W6,BC
V5B1W7,0,V5B1W7,BC
V5B1W8,0,V5B1W8,BC
V5B1W9,0,V5B1W9,BC
V5B1X1,0,V5B1X1,BC
V5B1X2,0,V5B1X2,BC
V5B1X3,0.1,V5B1X3,BC
V5B1X4,0.1,V5B1X4,BC
V5B1X5,0.1,V5B1X5,BC
V5B1X6,0.1,V5B1X6,BC
V5B1X7,0,V5B1X7,BC
V5B1X8,0,V5B1X8,BC
V5B1X9,0,V5B1X9,BC
V5B1Y1,0,V5B1Y1,BC
V5B1Y2,0,V5B1Y2,BC
V5B1Y3,0,V5B1Y3,BC
V5B1Y4,0.1,V5B1Y4,BC
V5B1Y5,0.1,V5B1Y5,BC
V5B1Y6,0.1,V5B1Y6,BC
V5B1Y7,0,V5B1Y7,BC
V5B1Y8,0,V5B1Y8,BC
V5B1Y9,0,V5B1Y9,BC
V5B1Z1,0.1,V5B1Z1,BC
V5B1Z2,0.1,V5B1Z2,BC
V5B1Z3,0.1,V5B1Z3,BC
V5B1Z4,0.1,V5B1Z4,BC
V5B1Z5,0,V5B1Z5,BC
V5B1Z6,0,V5B1Z6,BC
V5B1Z7,0,V5B1Z7,BC
V5B1Z8,0,V5B1Z8,BC
V5B1Z9,0,V5B1Z9,BC
V5B2A1,0,V5B2A1,BC
V5B2A2,0,V5B2A2,BC
V5B2A3,0,V5B2A3,BC
V5B2A4,0,V5B2A4,BC
V5B2A5,0,V5B2A5,BC
V5B2A6,0,V5B2A6,BC
V5B2A7,0,V5B2A7,BC
V5B2A8,0.1,V5B2A8,BC
V5B2A9,0.1,V5B2A9,BC
V5B2B1,0.1,V5B2B1,BC
V5B2B2,0.1,V5B2B2,BC
V5B2B3,0,V5B2B3,BC
V5B2B4,0,V5B2B4,BC
V5B2B5,0,V5B2B5,BC
V5B2B6,0,V5B2B6,BC
V5B2B7,0,V5B2B7,BC
V5B2B8,0,V5B2B8,BC
V5B2B9,0.4,V5B2B9,BC
V5B2C1,0.4,V5B2C1,BC
V5B2C2,0.4,V5B2C2,BC
V5B2C3,0.4,V5B2C3,BC
V5B2C4,1.1,V5B2C4,BC
V5B2C5,1.1,V5B2C5,BC
V5B2C6,0,V5B2C6,BC
V5B2C7,0,V5B2C7,BC
V5B2C8,0,V5B2C8,BC
V5B2C9,0.4,V5B2C9,BC
V5B2E1,0.4,V5B2E1,BC
V5B2E2,0.4,V5B2E2,BC
V5B2E3,0.4,V5B2E3,BC
V5B2E4,1.1,V5B2E4,BC
V5B2E5,1.1,V5B2E5,BC
V5B2E6,0,V5B2E6,BC
V5B2E7,0,V5B2E7,BC
V5B2E8,0,V5B2E8,BC
V5B2E9,0,V5B2E9,BC
V5B2G1,0,V5B2G1,BC
V5B2G2,0,V5B2G2,BC
V5B2G3,0,V5B2G3,BC
V5B2G4,0,V5B2G4,BC
V5B2G5,0,V5B2G5,BC
V5B2G6,0,V5B2G6,BC
V5B2G7,0,V5B2G7,BC
V5B2G8,0.4,V5B2G8,BC
V5B2G9,0.4,V5B2G9,BC
V5B2H1,0.4,V5B2H1,BC
V5B2H2,0.4,V5B2H2,BC
V5B2H3,1.1,V5B2H3,BC
V5B2H4,1.1,V5B2H4,BC
V5B2H5,0,V5B2H5,BC
V5B2H6,0,V5B2H6,BC
V5B2H7,0,V5B2H7,BC
V5B2H8,0,V5B2H8,BC
V5B2H9,0,V5B2H9,BC
V5B2J1,0,V5B2J1,BC
V5B2J2,0,V5B2J2,BC
V5B2J3,0,V5B2J3,BC
V5B2J4,0.4,V5B2J4,BC
V5B2J5,0.4,V5B2J5,BC
V5B2J6,0.4,V5B2J6,BC
V5B2J7,0.4,V5B2J7,BC
V5B2J8,1.1,V5B2J8,BC
V5B2J9,1.1,V5B2J9,BC
V5B2K1,0,V5B2K1,BC
V5B2K2,0,V5B2K2,BC
V5B2K3,0,V5B2K3,BC
V5B2K4,0,V5B2K4,BC
V5B2K5,0,V5B2K5,BC
V5B2K6,0.4,V5B2K6,BC
V5B2K7,0.4,V5B2K7,BC
V5B2K8,0.4,V5B2K8,BC
V5B2K9,0.4,V5B2K9,BC
V5B2L1,0,V5B2L1,BC
V5B2L2,0,V5B2L2,BC
V5B2L3,0.4,V5B2L3,BC
V5B2L4,0.4,V5B2L4,BC
V5B2L5,0.4,V5B2L5,BC
V5B2L6,0.4,V5B2L6,BC
V5B2L7,1.1,V5B2L7,BC
V5B2L8,1.1,V5B2L8,BC
V5B2L9,0,V5B2L9,BC
V5B2M1,0,V5B2M1,BC
V5B2M2,0,V5B2M2,BC
V5B2M3,0,V5B2M3,BC
V5B2M4,0,V5B2M4,BC
V5B2M5,0.4,V5B2M5,BC
V5B2M6,0.4,V5B2M6,BC
V5B2M7,0.4,V5B2M7,BC
V5B2M8,0.4,V5B2M8,BC
V5B2M9,1.1,V5B2M9,BC
V5B2N1,1.1,V5B2N1,BC
V5B2N2,1.1,V5B2N2,BC
V5B2N3,0,V5B2N3,BC
V5B2N4,0,V5B2N4,BC
V5B2N5,0,V5B2N5,BC
V5B2N6,0,V5B2N6,BC
V5B2N7,0,V5B2N7,BC
V5B2N8,0,V5B2N8,BC
V5B2N9,0,V5B2N9,BC
V5B2P1,0,V5B2P1,BC
V5B2P2,0,V5B2P2,BC
V5B2P3,0,V5B2P3,BC
V5B2P4,0,V5B2P4,BC
V5B2P5,0,V5B2P5,BC
V5B2P6,0.4,V5B2P6,BC
V5B2P7,0.4,V5B2P7,BC
V5B2P8,0.4,V5B2P8,BC
V5B2P9,0.4,V5B2P9,BC
V5B2R1,0.4,V5B2R1,BC
V5B2R2,0.4,V5B2R2,BC
V5B2R3,1.1,V5B2R3,BC
V5B2R4,1.1,V5B2R4,BC
V5B2R5,1.1,V5B2R5,BC
V5B2R6,1.1,V5B2R6,BC
V5B2R7,0,V5B2R7,BC
V5B2R8,0,V5B2R8,BC
V5B2R9,0,V5B2R9,BC
V5B2S1,0,V5B2S1,BC
V5B2S2,0,V5B2S2,BC
V5B2S3,0,V5B2S3,BC
V5B2S4,0.4,V5B2S4,BC
V5B2S5,0.4,V5B2S5,BC
V5B2S6,0.4,V5B2S6,BC
V5B2S7,0.4,V5B2S7,BC
V5B2S8,0.4,V5B2S8,BC
V5B2S9,0.4,V5B2S9,BC
V5B2T1,0.4,V5B2T1,BC
V5B2T2,0.4,V5B2T2,BC
V5B2T3,0,V5B2T3,BC
V5B2T4,0,V5B2T4,BC
V5B2T5,0,V5B2T5,BC
V5B2T6,0.4,V5B2T6,BC
V5B2T7,0.4,V5B2T7,BC
V5B2T8,0.4,V5B2T8,BC
V5B2T9,0.4,V5B2T9,BC
V5B2V1,0.4,V5B2V1,BC
V5B2V2,0.4,V5B2V2,BC
V5B2V3,0.4,V5B2V3,BC
V5B2V4,0.4,V5B2V4,BC
V5B2V5,1.1,V5B2V5,BC
V5B2V6,1.1,V5B2V6,BC
V5B2V7,1.1,V5B2V7,BC
V5B2V8,0.4,V5B2V8,BC
V5B2V9,1.1,V5B2V9,BC
V5B2W1,1.1,V5B2W1,BC
V5B2W2,1.1,V5B2W2,BC
V5B2W3,1.2,V5B2W3,BC
V5B2W4,1.2,V5B2W4,BC
V5B2W5,1.2,V5B2W5,BC
V5B2W6,1.2,V5B2W6,BC
V5B2W7,1.2,V5B2W7,BC
V5B2W8,1.8,V5B2W8,BC
V5B2X1,1.8,V5B2X1,BC
V5B2X2,1.8,V5B2X2,BC
V5B2X3,1.8,V5B2X3,BC
V5B2X4,1.2,V5B2X4,BC
V5B2X5,1.2,V5B2X5,BC
V5B2X6,1.2,V5B2X6,BC
V5B2X7,0,V5B2X7,BC
V5B2X8,0,V5B2X8,BC
V5B2X9,0.4,V5B2X9,BC
V5B2Y1,0.4,V5B2Y1,BC
V5B2Y2,1.2,V5B2Y2,BC
V5B2Y3,1.2,V5B2Y3,BC
V5B2Y4,1.2,V5B2Y4,BC
V5B2Y5,1.2,V5B2Y5,BC
V5B2Y6,1.2,V5B2Y6,BC
V5B2Y7,1.8,V5B2Y7,BC
V5B2Y8,1.8,V5B2Y8,BC
V5B2Y9,1.8,V5B2Y9,BC
V5B2Z1,1.8,V5B2Z1,BC
V5B2Z2,1.8,V5B2Z2,BC
V5B2Z3,1.8,V5B2Z3,BC
V5B2Z6,0.2,V5B2Z6,BC
V5B2Z7,0,V5B2Z7,BC
V5B2Z8,0.4,V5B2Z8,BC
V5B2Z9,0.4,V5B2Z9,BC
V5B3A1,1.2,V5B3A1,BC
V5B3A2,0.2,V5B3A2,BC
V5B3A3,0.4,V5B3A3,BC
V5B3A4,0.4,V5B3A4,BC
V5B3A5,0.4,V5B3A5,BC
V5B3A6,0.4,V5B3A6,BC
V5B3A7,0.4,V5B3A7,BC
V5B3A9,0.4,V5B3A9,BC
V5B3B1,1.2,V5B3B1,BC
V5B3B3,1.8,V5B3B3,BC
V5B3B8,1.8,V5B3B8,BC
V5B3B9,1.8,V5B3B9,BC
V5B3C1,2.4,V5B3C1,BC
V5B3C2,0,V5B3C2,BC
V5B3C3,0,V5B3C3,BC
V5B3C4,0,V5B3C4,BC
V5B3C5,0,V5B3C5,BC
V5B3C6,0,V5B3C6,BC
V5B3C7,0,V5B3C7,BC
V5B3C8,0,V5B3C8,BC
V5B3C9,0,V5B3C9,BC
V5B3E1,0,V5B3E1,BC
V5B3E2,0,V5B3E2,BC
V5B3E3,0,V5B3E3,BC
V5B3E5,0,V5B3E5,BC
V5B3E6,0,V5B3E6,BC
V5B3E7,0,V5B3E7,BC
V5B3E8,0,V5B3E8,BC
V5B3E9,0,V5B3E9,BC
V5B3G1,0,V5B3G1,BC
V5B3G2,0,V5B3G2,BC
V5B3G3,0,V5B3G3,BC
V5B3G4,0,V5B3G4,BC
V5B3G5,0,V5B3G5,BC
V5B3G6,0,V5B3G6,BC
V5B3G9,0,V5B3G9,BC
V5B3H1,0,V5B3H1,BC
V5B3H2,0,V5B3H2,BC
V5B3H3,0,V5B3H3,BC
V5B3H4,0,V5B3H4,BC
V5B3H5,0,V5B3H5,BC
V5B3H6,0,V5B3H6,BC
V5B3H7,0,V5B3H7,BC
V5B3H8,0,V5B3H8,BC
V5B3H9,0,V5B3H9,BC
V5B3J1,0,V5B3J1,BC
V5B3J2,0,V5B3J2,BC
V5B3J3,0,V5B3J3,BC
V5B3J4,0,V5B3J4,BC
V5B3J5,0,V5B3J5,BC
V5B3J6,0,V5B3J6,BC
V5B3J9,0,V5B3J9,BC
V5B3K1,0,V5B3K1,BC
V5B3K2,0,V5B3K2,BC
V5B3K3,0,V5B3K3,BC
V5B3K4,0,V5B3K4,BC
V5B3K5,0,V5B3K5,BC
V5B3K6,0,V5B3K6,BC
V5B3K7,0,V5B3K7,BC
V5B3K8,0,V5B3K8,BC
V5B3K9,0,V5B3K9,BC
V5B3L1,0,V5B3L1,BC
V5B3L2,0,V5B3L2,BC
V5B3L3,0,V5B3L3,BC
V5B3L4,0,V5B3L4,BC
V5B3L5,0,V5B3L5,BC
V5B3L6,0,V5B3L6,BC
V5B3L7,0,V5B3L7,BC
V5B3L8,0,V5B3L8,BC
V5B3L9,0,V5B3L9,BC
V5B3M1,0,V5B3M1,BC
V5B3M2,0,V5B3M2,BC
V5B3M3,0,V5B3M3,BC
V5B3M4,0,V5B3M4,BC
V5B3M5,0,V5B3M5,BC
V5B3M7,0.2,V5B3M7,BC
V5B3N1,0.2,V5B3N1,BC
V5B3N2,0,V5B3N2,BC
V5B3N3,0,V5B3N3,BC
V5B3N4,0,V5B3N4,BC
V5B3N5,0,V5B3N5,BC
V5B3N6,0,V5B3N6,BC
V5B3N7,0,V5B3N7,BC
V5B3N8,0,V5B3N8,BC
V5B3N9,0,V5B3N9,BC
V5B3P1,0,V5B3P1,BC
V5B3P2,0,V5B3P2,BC
V5B3P3,0,V5B3P3,BC
V5B3P4,0,V5B3P4,BC
V5B3P5,0,V5B3P5,BC
V5B3P6,0,V5B3P6,BC
V5B3P7,0,V5B3P7,BC
V5B3P8,0,V5B3P8,BC
V5B3P9,0,V5B3P9,BC
V5B3R1,0,V5B3R1,BC
V5B3R2,0,V5B3R2,BC
V5B3R3,0,V5B3R3,BC
V5B3R5,0,V5B3R5,BC
V5B3R6,0,V5B3R6,BC
V5B3R8,0,V5B3R8,BC
V5B3R9,0,V5B3R9,BC
V5B3S1,0,V5B3S1,BC
V5B3S2,0,V5B3S2,BC
V5B3S3,0,V5B3S3,BC
V5B3S4,0,V5B3S4,BC
V5B3S5,0,V5B3S5,BC
V5B3S6,0,V5B3S6,BC
V5B3S7,0,V5B3S7,BC
V5B3S8,0,V5B3S8,BC
V5B3S9,0,V5B3S9,BC
V5B3T1,0,V5B3T1,BC
V5B3T2,0,V5B3T2,BC
V5B3T3,0,V5B3T3,BC
V5B3T4,0,V5B3T4,BC
V5B3T5,0,V5B3T5,BC
V5B3T6,0,V5B3T6,BC
V5B3T7,0,V5B3T7,BC
V5B3T8,0,V5B3T8,BC
V5B3T9,0,V5B3T9,BC
V5B3V1,0,V5B3V1,BC
V5B3V2,0,V5B3V2,BC
V5B3V3,0,V5B3V3,BC
V5B3V4,0,V5B3V4,BC
V5B3V5,0,V5B3V5,BC
V5B3V6,0,V5B3V6,BC
V5B3V7,0,V5B3V7,BC
V5B3V8,0,V5B3V8,BC
V5B3W1,0,V5B3W1,BC
V5B3W2,0,V5B3W2,BC
V5B3W3,0,V5B3W3,BC
V5B3W4,0,V5B3W4,BC
V5B3W5,0,V5B3W5,BC
V5B3W6,0,V5B3W6,BC
V5B3W7,0,V5B3W7,BC
V5B3W8,0,V5B3W8,BC
V5B3W9,0,V5B3W9,BC
V5B3X1,0,V5B3X1,BC
V5B3X2,0,V5B3X2,BC
V5B3X3,0,V5B3X3,BC
V5B3X4,0,V5B3X4,BC
V5B3X5,0,V5B3X5,BC
V5B3X6,0,V5B3X6,BC
V5B3X7,0,V5B3X7,BC
V5B3X8,0,V5B3X8,BC
V5B3X9,0,V5B3X9,BC
V5B3Y1,0,V5B3Y1,BC
V5B3Y2,0,V5B3Y2,BC
V5B3Y3,0,V5B3Y3,BC
V5B3Y4,0,V5B3Y4,BC
V5B3Y5,0,V5B3Y5,BC
V5B3Y6,0,V5B3Y6,BC
V5B3Y7,0,V5B3Y7,BC
V5B3Y8,0,V5B3Y8,BC
V5B3Y9,0,V5B3Y9,BC
V5B3Z1,0,V5B3Z1,BC
V5B3Z2,0,V5B3Z2,BC
V5B3Z3,0,V5B3Z3,BC
V5B3Z4,0,V5B3Z4,BC
V5B3Z5,0,V5B3Z5,BC
V5B3Z6,0,V5B3Z6,BC
V5B3Z7,0,V5B3Z7,BC
V5B3Z8,0,V5B3Z8,BC
V5B3Z9,0,V5B3Z9,BC
V5B4A1,0,V5B4A1,BC
V5B4A2,0.4,V5B4A2,BC
V5B4A4,1.2,V5B4A4,BC
V5B4A5,1.8,V5B4A5,BC
V5B4B2,0,V5B4B2,BC
V5B4B3,0,V5B4B3,BC
V5B4B4,0,V5B4B4,BC
V5B4B6,0,V5B4B6,BC
V5B4B7,0,V5B4B7,BC
V5B4B8,0.4,V5B4B8,BC
V5B4B9,0.4,V5B4B9,BC
V5B4C1,0.4,V5B4C1,BC
V5B4C2,0.4,V5B4C2,BC
V5B4C3,0.4,V5B4C3,BC
V5B4C4,0.4,V5B4C4,BC
V5B4C5,0.4,V5B4C5,BC
V5B4C6,0.4,V5B4C6,BC
V5B4C7,0.4,V5B4C7,BC
V5B4C8,0.4,V5B4C8,BC
V5B4C9,0.4,V5B4C9,BC
V5B4E1,0.4,V5B4E1,BC
V5B4E2,1.2,V5B4E2,BC
V5B4E3,1.2,V5B4E3,BC
V5B4E4,0,V5B4E4,BC
V5B4E5,0,V5B4E5,BC
V5B4E6,0,V5B4E6,BC
V5B4E7,1.1,V5B4E7,BC
V5B4E8,1.2,V5B4E8,BC
V5B4E9,0.4,V5B4E9,BC
V5B4G1,1.2,V5B4G1,BC
V5B4G2,0.4,V5B4G2,BC
V5B4G3,0,V5B4G3,BC
V5B4G4,0,V5B4G4,BC
V5B4G5,0,V5B4G5,BC
V5B4G6,0,V5B4G6,BC
V5B4G7,0,V5B4G7,BC
V5B4G8,1.2,V5B4G8,BC
V5B4G9,1.2,V5B4G9,BC
V5B4H1,1.2,V5B4H1,BC
V5B4H3,0.1,V5B4H3,BC
V5B4H4,0.1,V5B4H4,BC
V5B4H5,0.1,V5B4H5,BC
V5B4H6,0.1,V5B4H6,BC
V5B4H7,0.1,V5B4H7,BC
V5B4H8,0.1,V5B4H8,BC
V5B4H9,1.1,V5B4H9,BC
V5B4J1,1.1,V5B4J1,BC
V5B4J2,1.1,V5B4J2,BC
V5B4J3,1.1,V5B4J3,BC
V5B4J4,1.1,V5B4J4,BC
V5B4J5,1.1,V5B4J5,BC
V5B4J6,1.1,V5B4J6,BC
V5B4J7,1.1,V5B4J7,BC
V5B4J8,1.1,V5B4J8,BC
V5B4J9,1.1,V5B4J9,BC
V5B4K1,1.1,V5B4K1,BC
V5B4K2,1.1,V5B4K2,BC
V5B4K3,1.1,V5B4K3,BC
V5B4K4,1.1,V5B4K4,BC
V5B4K5,1.1,V5B4K5,BC
V5B4K6,1.1,V5B4K6,BC
V5B4K7,1.8,V5B4K7,BC
V5B4K8,1.8,V5B4K8,BC
V5B4K9,1.8,V5B4K9,BC
V5B4L3,0.1,V5B4L3,BC
V5B4L4,0.1,V5B4L4,BC
V5B4L5,0.1,V5B4L5,BC
V5B4L6,1.8,V5B4L6,BC
V5B4L7,1.8,V5B4L7,BC
V5B4L8,1.1,V5B4L8,BC
V5B4L9,0.1,V5B4L9,BC
V5B4M1,0.1,V5B4M1,BC
V5B4M2,0.1,V5B4M2,BC
V5B4M3,0.1,V5B4M3,BC
V5B4M4,1.1,V5B4M4,BC
V5B4M5,1.1,V5B4M5,BC
V5B4M6,1.1,V5B4M6,BC
V5B4M7,1.1,V5B4M7,BC
V5B4M8,0.1,V5B4M8,BC
V5B4M9,0.1,V5B4M9,BC
V5B4N1,1.8,V5B4N1,BC
V5B4N2,1.8,V5B4N2,BC
V5B4N3,1.1,V5B4N3,BC
V5B4N4,1.1,V5B4N4,BC
V5B4N5,1.8,V5B4N5,BC
V5B4N6,1.1,V5B4N6,BC
V5B4N7,0.1,V5B4N7,BC
V5B4N8,0.4,V5B4N8,BC
V5B4N9,0,V5B4N9,BC
V5B4P1,0,V5B4P1,BC
V5B4P2,0,V5B4P2,BC
V5B4P3,0,V5B4P3,BC
V5B4P4,0,V5B4P4,BC
V5B4P5,0,V5B4P5,BC
V5B4P6,0,V5B4P6,BC
V5B4P7,0,V5B4P7,BC
V5B4P8,0,V5B4P8,BC
V5B4P9,1.8,V5B4P9,BC
V5B4R1,0,V5B4R1,BC
V5B4R2,1.8,V5B4R2,BC
V5B4R3,1.8,V5B4R3,BC
V5B4R4,1.8,V5B4R4,BC
V5B4R5,0,V5B4R5,BC
V5B4R6,0.4,V5B4R6,BC
V5B4R7,0,V5B4R7,BC
V5B4R8,1.8,V5B4R8,BC
V5B4R9,1.8,V5B4R9,BC
V5B4S1,0,V5B4S1,BC
V5B4S2,1.8,V5B4S2,BC
V5B4S3,1.8,V5B4S3,BC
V5B4S4,0,V5B4S4,BC
V5B4S5,0,V5B4S5,BC
V5B4S6,0,V5B4S6,BC
V5B4S7,0,V5B4S7,BC
V5B4S8,0,V5B4S8,BC
V5B4S9,0.1,V5B4S9,BC
V5B4T1,0,V5B4T1,BC
V5B4T2,0,V5B4T2,BC
V5B4T3,0.1,V5B4T3,BC
V5B4T4,0,V5B4T4,BC
V5B4T5,0,V5B4T5,BC
V5B4T6,0,V5B4T6,BC
V5B4T7,0,V5B4T7,BC
V5B4T8,0,V5B4T8,BC
V5B4T9,0,V5B4T9,BC
V5B4V1,0,V5B4V1,BC
V5B4V2,0,V5B4V2,BC
V5B4V3,0,V5B4V3,BC
V5B4V4,1.8,V5B4V4,BC
V5B4V5,0,V5B4V5,BC
V5B4V6,0.4,V5B4V6,BC
V5B4V7,0,V5B4V7,BC
V5B4V8,1.8,V5B4V8,BC
V5B4V9,1.8,V5B4V9,BC
V5B4W1,1.8,V5B4W1,BC
V5B4W2,1.8,V5B4W2,BC
V5B4W4,0,V5B4W4,BC
V5B4W5,0,V5B4W5,BC
V5B4W6,0.4,V5B4W6,BC
V5B4W7,0.4,V5B4W7,BC
V5B4W8,0,V5B4W8,BC
V5B4W9,0,V5B4W9,BC
V5B4X1,0,V5B4X1,BC
V5B4X2,1.1,V5B4X2,BC
V5B4X3,1.1,V5B4X3,BC
V5B4X4,1.1,V5B4X4,BC
V5B4X5,2.1,V5B4X5,BC
V5B4X7,0,V5B4X7,BC
V5B4X8,0,V5B4X8,BC
V5B4Y1,0,V5B4Y1,BC
V5B4Y2,0.4,V5B4Y2,BC
V5B4Y3,0,V5B4Y3,BC
V5B4Y4,0,V5B4Y4,BC
V5B4Y5,0.4,V5B4Y5,BC
V5B4Y6,0,V5B4Y6,BC
V5B4Y7,0,V5B4Y7,BC
V5B4Y8,0,V5B4Y8,BC
V5B4Y9,0,V5B4Y9,BC
V5B4Z1,0,V5B4Z1,BC
V5B4Z2,0,V5B4Z2,BC
V5B4Z3,0,V5B4Z3,BC
V5B4Z4,0,V5B4Z4,BC
V5B4Z5,0,V5B4Z5,BC
V5B4Z6,1.8,V5B4Z6,BC
V5B4Z8,0,V5B4Z8,BC
V5B5A1,0.4,V5B5A1,BC
V5C0A1,0,V5C0A1,BC
V5C0A2,0,V5C0A2,BC
V5C0A3,0,V5C0A3,BC
V5C0A4,0,V5C0A4,BC
V5C0A5,0,V5C0A5,BC
V5C0A7,0,V5C0A7,BC
V5C0A8,0,V5C0A8,BC
V5C0A9,0,V5C0A9,BC
V5C0B1,0.2,V5C0B1,BC
V5C0B2,0.2,V5C0B2,BC
V5C0B3,0,V5C0B3,BC
V5C0B4,0,V5C0B4,BC
V5C0B5,0,V5C0B5,BC
V5C0B6,0,V5C0B6,BC
V5C0B7,0,V5C0B7,BC
V5C0B8,0,V5C0B8,BC
V5C0C2,0,V5C0C2,BC
V5C0C3,0,V5C0C3,BC
V5C0C4,0,V5C0C4,BC
V5C0C5,0,V5C0C5,BC
V5C0C6,0,V5C0C6,BC
V5C0C7,0,V5C0C7,BC
V5C0C8,0,V5C0C8,BC
V5C0E1,0,V5C0E1,BC
V5C0E2,0,V5C0E2,BC
V5C0E3,0,V5C0E3,BC
V5C0E4,0,V5C0E4,BC
V5C0E5,0,V5C0E5,BC
V5C0E6,0,V5C0E6,BC
V5C0E7,0,V5C0E7,BC
V5C0E8,0,V5C0E8,BC
V5C0E9,0.2,V5C0E9,BC
V5C0G1,0,V5C0G1,BC
V5C0G2,0,V5C0G2,BC
V5C0G3,0,V5C0G3,BC
V5C0G4,0,V5C0G4,BC
V5C0G5,0,V5C0G5,BC
V5C0G6,0,V5C0G6,BC
V5C0G7,0,V5C0G7,BC
V5C0G8,0.2,V5C0G8,BC
V5C0G9,0.2,V5C0G9,BC
V5C1A1,0,V5C1A1,BC
V5C1A2,0,V5C1A2,BC
V5C1A3,0,V5C1A3,BC
V5C1A4,0,V5C1A4,BC
V5C1A5,0,V5C1A5,BC
V5C1A6,0,V5C1A6,BC
V5C1A7,0,V5C1A7,BC
V5C1A8,0,V5C1A8,BC
V5C1A9,0,V5C1A9,BC
V5C1B1,0,V5C1B1,BC
V5C1B2,0,V5C1B2,BC
V5C1B3,0,V5C1B3,BC
V5C1B4,0,V5C1B4,BC
V5C1B5,0,V5C1B5,BC
V5C1B6,0,V5C1B6,BC
V5C1B7,0,V5C1B7,BC
V5C1B8,0,V5C1B8,BC
V5C1B9,0.4,V5C1B9,BC
V5C1C1,0.4,V5C1C1,BC
V5C1C2,0.4,V5C1C2,BC
V5C1C3,0.4,V5C1C3,BC
V5C1C4,0.4,V5C1C4,BC
V5C1C5,0.4,V5C1C5,BC
V5C1C6,0.4,V5C1C6,BC
V5C1C7,0.4,V5C1C7,BC
V5C1C8,0,V5C1C8,BC
V5C1C9,0,V5C1C9,BC
V5C1E1,0,V5C1E1,BC
V5C1E2,0,V5C1E2,BC
V5C1E3,0,V5C1E3,BC
V5C1E4,0,V5C1E4,BC
V5C1E5,0,V5C1E5,BC
V5C1E6,0,V5C1E6,BC
V5C1E7,0,V5C1E7,BC
V5C1E8,0,V5C1E8,BC
V5C1E9,0.4,V5C1E9,BC
V5C1G1,0.4,V5C1G1,BC
V5C1G2,0.4,V5C1G2,BC
V5C1G3,0.4,V5C1G3,BC
V5C1G4,0.4,V5C1G4,BC
V5C1G5,0.4,V5C1G5,BC
V5C1G6,0.4,V5C1G6,BC
V5C1G7,0.4,V5C1G7,BC
V5C1G8,0,V5C1G8,BC
V5C1G9,0,V5C1G9,BC
V5C1H1,0,V5C1H1,BC
V5C1H2,0,V5C1H2,BC
V5C1H3,0,V5C1H3,BC
V5C1H4,0,V5C1H4,BC
V5C1H5,0,V5C1H5,BC
V5C1H6,0,V5C1H6,BC
V5C1H7,0,V5C1H7,BC
V5C1H8,0,V5C1H8,BC
V5C1H9,0,V5C1H9,BC
V5C1J1,0,V5C1J1,BC
V5C1J2,0.4,V5C1J2,BC
V5C1J3,0.4,V5C1J3,BC
V5C1J4,0.4,V5C1J4,BC
V5C1J5,0.4,V5C1J5,BC
V5C1J6,0.4,V5C1J6,BC
V5C1J7,0.4,V5C1J7,BC
V5C1J8,0,V5C1J8,BC
V5C1J9,0,V5C1J9,BC
V5C1K1,0,V5C1K1,BC
V5C1K2,0,V5C1K2,BC
V5C1K3,0,V5C1K3,BC
V5C1K4,0,V5C1K4,BC
V5C1K7,0,V5C1K7,BC
V5C1K9,0,V5C1K9,BC
V5C1L1,0,V5C1L1,BC
V5C1L2,0,V5C1L2,BC
V5C1L3,0,V5C1L3,BC
V5C1L4,0,V5C1L4,BC
V5C1L6,0,V5C1L6,BC
V5C1L7,0,V5C1L7,BC
V5C1L9,0.4,V5C1L9,BC
V5C1M1,0.4,V5C1M1,BC
V5C1M2,0.4,V5C1M2,BC
V5C1M3,0.4,V5C1M3,BC
V5C1M4,0.4,V5C1M4,BC
V5C1M5,0.4,V5C1M5,BC
V5C1M6,0.4,V5C1M6,BC
V5C1M7,0,V5C1M7,BC
V5C1M8,0,V5C1M8,BC
V5C1M9,0,V5C1M9,BC
V5C1N1,0.4,V5C1N1,BC
