PM25DAL12_PC,PM25DAL12_01,POSTALCODE_12,PROV_12
V6S2C2,3.6,V6S2C2,BC
V6S2C3,3.7,V6S2C3,BC
V6S2C4,3.7,V6S2C4,BC
V6S2C5,3.7,V6S2C5,BC
V6S2C6,4.1,V6S2C6,BC
V6S2C7,4.1,V6S2C7,BC
V6S2C8,4.1,V6S2C8,BC
V6S2C9,4.1,V6S2C9,BC
V6S2E1,4.1,V6S2E1,BC
V6S2E2,4.1,V6S2E2,BC
V6S2E3,4.1,V6S2E3,BC
V6S2E4,4.1,V6S2E4,BC
V6S2E5,4.1,V6S2E5,BC
V6S2E6,4.1,V6S2E6,BC
V6S2E7,4.1,V6S2E7,BC
V6S2E9,4.1,V6S2E9,BC
V6S2G1,4.1,V6S2G1,BC
V6S2G2,4.1,V6S2G2,BC
V6S2G3,4.1,V6S2G3,BC
V6S2G4,4.1,V6S2G4,BC
V6S2G5,4.1,V6S2G5,BC
V6S2G6,4.1,V6S2G6,BC
V6S2G7,4.1,V6S2G7,BC
V6S2G8,4.2,V6S2G8,BC
V6S2G9,4.2,V6S2G9,BC
V6S2H1,4.2,V6S2H1,BC
V6S2H2,4.2,V6S2H2,BC
V6S2H3,4.2,V6S2H3,BC
V6S2H4,3.7,V6S2H4,BC
V6S2H5,3.7,V6S2H5,BC
V6S2H6,3.7,V6S2H6,BC
V6S2H7,4.1,V6S2H7,BC
V6S2H8,4.1,V6S2H8,BC
V6S2H9,4.1,V6S2H9,BC
V6S2J1,3.7,V6S2J1,BC
V6S2J2,3.7,V6S2J2,BC
V6S2J3,4.1,V6S2J3,BC
V6S2J4,4.1,V6S2J4,BC
V6S2J5,4.1,V6S2J5,BC
V6S2J6,4.1,V6S2J6,BC
V6S2J7,4.2,V6S2J7,BC
V6S2J8,4.2,V6S2J8,BC
V6S2J9,4.1,V6S2J9,BC
V6S2K1,4.1,V6S2K1,BC
V6S2K2,4.1,V6S2K2,BC
V6S2K3,4.1,V6S2K3,BC
V6S2K5,4.1,V6S2K5,BC
V6S2K6,4.1,V6S2K6,BC
V6S2K7,4.1,V6S2K7,BC
V6S2K8,4.1,V6S2K8,BC
V6S2K9,4.1,V6S2K9,BC
V6S2L1,4.1,V6S2L1,BC
V6S2L2,4.2,V6S2L2,BC
V6S2L3,4.1,V6S2L3,BC
V6S2L4,3.7,V6S2L4,BC
V6S2L5,3.7,V6S2L5,BC
V6S2L6,4.1,V6S2L6,BC
V6S2L7,4.1,V6S2L7,BC
V6S2L8,4.1,V6S2L8,BC
V6S2L9,4.2,V6S2L9,BC
V6S2M1,3.7,V6S2M1,BC
V6S2M2,3.6,V6S2M2,BC
V6S2M3,3.7,V6S2M3,BC
V6S2M4,4.1,V6S2M4,BC
V6S2M5,4.1,V6S2M5,BC
V6S2M6,4.1,V6S2M6,BC
V6S2M7,3.7,V6S2M7,BC
V6S2M8,4.1,V6S2M8,BC
V6S2M9,4.3,V6S2M9,BC
V6S2N1,3.7,V6S2N1,BC
V6S2N4,4.1,V6S2N4,BC
V6S2N5,3.6,V6S2N5,BC
V6T0A1,3.6,V6T0A1,BC
V6T0A2,3.6,V6T0A2,BC
V6T0A3,3.6,V6T0A3,BC
V6T0A4,3.6,V6T0A4,BC
V6T0A5,3.9,V6T0A5,BC
V6T0A6,3.9,V6T0A6,BC
V6T0A7,3.6,V6T0A7,BC
V6T0A8,3.6,V6T0A8,BC
V6T0A9,3.6,V6T0A9,BC
V6T0B1,3.6,V6T0B1,BC
V6T0B2,3.6,V6T0B2,BC
V6T0B3,3.6,V6T0B3,BC
V6T0B4,3.6,V6T0B4,BC
V6T0B5,3.9,V6T0B5,BC
V6T1A1,3.9,V6T1A1,BC
V6T1A2,3.7,V6T1A2,BC
V6T1A3,3.7,V6T1A3,BC
V6T1A4,3.6,V6T1A4,BC
V6T1A7,3.1,V6T1A7,BC
V6T1A8,3.9,V6T1A8,BC
V6T1A9,3.9,V6T1A9,BC
V6T1B1,4,V6T1B1,BC
V6T1B2,4,V6T1B2,BC
V6T1B3,4,V6T1B3,BC
V6T1B4,4,V6T1B4,BC
V6T1B6,4,V6T1B6,BC
V6T1B7,4,V6T1B7,BC
V6T1B8,4,V6T1B8,BC
V6T1B9,4,V6T1B9,BC
V6T1C1,4,V6T1C1,BC
V6T1C2,4,V6T1C2,BC
V6T1C3,4,V6T1C3,BC
V6T1C4,4,V6T1C4,BC
V6T1C5,4,V6T1C5,BC
V6T1C6,4,V6T1C6,BC
V6T1C7,4,V6T1C7,BC
V6T1C8,4,V6T1C8,BC
V6T1C9,4,V6T1C9,BC
V6T1E1,4,V6T1E1,BC
V6T1E2,3.9,V6T1E2,BC
V6T1E3,3.9,V6T1E3,BC
V6T1E4,3.9,V6T1E4,BC
V6T1E5,3.6,V6T1E5,BC
V6T1E6,3.6,V6T1E6,BC
V6T1E7,3.6,V6T1E7,BC
V6T1E8,3.6,V6T1E8,BC
V6T1E9,4,V6T1E9,BC
V6T1G1,4,V6T1G1,BC
V6T1G2,4,V6T1G2,BC
V6T1G3,4,V6T1G3,BC
V6T1G4,4,V6T1G4,BC
V6T1G5,4,V6T1G5,BC
V6T1G6,4,V6T1G6,BC
V6T1G7,3.9,V6T1G7,BC
V6T1G8,3.9,V6T1G8,BC
V6T1G9,3.9,V6T1G9,BC
V6T1H1,3.9,V6T1H1,BC
V6T1H2,3.9,V6T1H2,BC
V6T1H3,3.9,V6T1H3,BC
V6T1H4,3.9,V6T1H4,BC
V6T1H5,3.7,V6T1H5,BC
V6T1H6,3.7,V6T1H6,BC
V6T1H7,3.6,V6T1H7,BC
V6T1H8,3.6,V6T1H8,BC
V6T1H9,3.6,V6T1H9,BC
V6T1J1,3.9,V6T1J1,BC
V6T1J2,3.9,V6T1J2,BC
V6T1J3,3.7,V6T1J3,BC
V6T1J4,3.9,V6T1J4,BC
V6T1J5,3.9,V6T1J5,BC
V6T1J6,3.6,V6T1J6,BC
V6T1J7,3.6,V6T1J7,BC
V6T1J8,3.9,V6T1J8,BC
V6T1J9,3.9,V6T1J9,BC
V6T1K1,3.9,V6T1K1,BC
V6T1K2,3.6,V6T1K2,BC
V6T1K3,3.9,V6T1K3,BC
V6T1K4,3.9,V6T1K4,BC
V6T1K5,3.9,V6T1K5,BC
V6T1K6,3.9,V6T1K6,BC
V6T1K7,3.9,V6T1K7,BC
V6T1K8,3.9,V6T1K8,BC
V6T1K9,3.9,V6T1K9,BC
V6T1L1,3.9,V6T1L1,BC
V6T1L2,3.9,V6T1L2,BC
V6T1L4,3.6,V6T1L4,BC
V6T1L5,3.9,V6T1L5,BC
V6T1L7,3.9,V6T1L7,BC
V6T1L9,3.9,V6T1L9,BC
V6T1N3,3.9,V6T1N3,BC
V6T1N4,3.9,V6T1N4,BC
V6T1N5,3.9,V6T1N5,BC
V6T1N6,3.9,V6T1N6,BC
V6T1N7,3.9,V6T1N7,BC
V6T1N8,4,V6T1N8,BC
V6T1P1,4,V6T1P1,BC
V6T1P2,4,V6T1P2,BC
V6T1P3,3.9,V6T1P3,BC
V6T1P4,3.9,V6T1P4,BC
V6T1P5,3.7,V6T1P5,BC
V6T1P6,3.8,V6T1P6,BC
V6T1P8,3.9,V6T1P8,BC
V6T1P9,3.9,V6T1P9,BC
V6T1R2,3.9,V6T1R2,BC
V6T1R3,3.9,V6T1R3,BC
V6T1R4,3.9,V6T1R4,BC
V6T1R5,3.9,V6T1R5,BC
V6T1R6,3.9,V6T1R6,BC
V6T1R7,3.9,V6T1R7,BC
V6T1R9,3.9,V6T1R9,BC
V6T1S1,4,V6T1S1,BC
V6T1S2,4,V6T1S2,BC
V6T1S3,3.9,V6T1S3,BC
V6T1S4,3.9,V6T1S4,BC
V6T1S5,3.9,V6T1S5,BC
V6T1S6,3.9,V6T1S6,BC
V6T1S7,3.9,V6T1S7,BC
V6T1S8,3.6,V6T1S8,BC
V6T1S9,3.9,V6T1S9,BC
V6T1T1,3.9,V6T1T1,BC
V6T1T2,3.9,V6T1T2,BC
V6T1T3,3.9,V6T1T3,BC
V6T1T4,3.9,V6T1T4,BC
V6T1T5,3.9,V6T1T5,BC
V6T1T6,3.9,V6T1T6,BC
V6T1T7,3.9,V6T1T7,BC
V6T1V1,3.6,V6T1V1,BC
V6T1V2,3.6,V6T1V2,BC
V6T1V3,3.6,V6T1V3,BC
V6T1V4,3.6,V6T1V4,BC
V6T1V5,3.9,V6T1V5,BC
V6T1V6,3.9,V6T1V6,BC
V6T1V7,3.6,V6T1V7,BC
V6T1V8,3.6,V6T1V8,BC
V6T1V9,3.6,V6T1V9,BC
V6T1W1,3.6,V6T1W1,BC
V6T1W2,3.6,V6T1W2,BC
V6T1W3,3.6,V6T1W3,BC
V6T1W4,3.9,V6T1W4,BC
V6T1W5,4.1,V6T1W5,BC
V6T1W6,3.9,V6T1W6,BC
V6T1W7,3.6,V6T1W7,BC
V6T1W8,3.6,V6T1W8,BC
V6T1W9,3.6,V6T1W9,BC
V6T1X1,3.1,V6T1X1,BC
V6T1X3,3.6,V6T1X3,BC
V6T1X4,3.9,V6T1X4,BC
V6T1X5,4,V6T1X5,BC
V6T1X7,3.9,V6T1X7,BC
V6T1X8,3.2,V6T1X8,BC
V6T1Y1,3.6,V6T1Y1,BC
V6T1Y3,3.6,V6T1Y3,BC
V6T1Z1,3.6,V6T1Z1,BC
V6T1Z2,3.2,V6T1Z2,BC
V6T1Z3,3.6,V6T1Z3,BC
V6T1Z4,3.6,V6T1Z4,BC
V6T1Z6,3.6,V6T1Z6,BC
V6T1Z8,3.6,V6T1Z8,BC
V6T1Z9,3.9,V6T1Z9,BC
V6T2A1,3.9,V6T2A1,BC
V6T2A3,4.2,V6T2A3,BC
V6T2A4,3.6,V6T2A4,BC
V6T2A5,3.9,V6T2A5,BC
V6T2B4,3.6,V6T2B4,BC
V6T2B5,3.9,V6T2B5,BC
V6T2B6,3.8,V6T2B6,BC
V6T2B7,3.9,V6T2B7,BC
V6T2B8,3.9,V6T2B8,BC
V6T2B9,3.9,V6T2B9,BC
V6T2C1,3.9,V6T2C1,BC
V6T2C2,3.9,V6T2C2,BC
V6T2C3,3.9,V6T2C3,BC
V6T2C4,3.9,V6T2C4,BC
V6T2C5,3.9,V6T2C5,BC
V6T2C6,3.9,V6T2C6,BC
V6T2C7,3.9,V6T2C7,BC
V6T2C8,3.9,V6T2C8,BC
V6T2C9,3.6,V6T2C9,BC
V6T2E1,3.9,V6T2E1,BC
V6T2E2,3.9,V6T2E2,BC
V6T2E3,3.9,V6T2E3,BC
V6T2E4,3.9,V6T2E4,BC
V6T2E5,3.9,V6T2E5,BC
V6T2E6,3.9,V6T2E6,BC
V6T2E7,3.6,V6T2E7,BC
V6T2E8,3.6,V6T2E8,BC
V6T2E9,3.9,V6T2E9,BC
V6T2G1,4,V6T2G1,BC
V6T2G2,3.9,V6T2G2,BC
V6T2G3,3.9,V6T2G3,BC
V6T2G5,4,V6T2G5,BC
V6T2G6,3.9,V6T2G6,BC
V6T2G7,3.9,V6T2G7,BC
V6T2G8,3.9,V6T2G8,BC
V6T2G9,3.6,V6T2G9,BC
V6T2H1,4,V6T2H1,BC
V6T2H2,4,V6T2H2,BC
V6T2H3,4,V6T2H3,BC
V6T2H4,4,V6T2H4,BC
V6T2H5,4,V6T2H5,BC
V6T2H6,4,V6T2H6,BC
V6T2H7,3.9,V6T2H7,BC
V6T2H9,3.9,V6T2H9,BC
V6T2J1,3.9,V6T2J1,BC
V6T2J2,3.9,V6T2J2,BC
V6T2J3,3.9,V6T2J3,BC
V6T2J4,3.6,V6T2J4,BC
V6T2J5,3.6,V6T2J5,BC
V6T2J6,3.6,V6T2J6,BC
V6T2J7,3.6,V6T2J7,BC
V6T2J8,3.9,V6T2J8,BC
V6T2J9,3.6,V6T2J9,BC
V6T2K1,3.6,V6T2K1,BC
V6T2K2,3.6,V6T2K2,BC
V6T2K3,3.9,V6T2K3,BC
V6T2K4,3.9,V6T2K4,BC
V6T2K5,3.6,V6T2K5,BC
V6T2K6,3.9,V6T2K6,BC
V6T2K7,3.6,V6T2K7,BC
V6T2K8,3.9,V6T2K8,BC
V6T2K9,3.6,V6T2K9,BC
V6T2L1,3.6,V6T2L1,BC
V6T2L2,3.6,V6T2L2,BC
V6T2L3,4,V6T2L3,BC
V6T2L4,3.6,V6T2L4,BC
V6T2L5,3.6,V6T2L5,BC
V6T2L6,3.9,V6T2L6,BC
V6T2L7,3.6,V6T2L7,BC
V6V0A1,0.5,V6V0A1,BC
V6V0A2,1.9,V6V0A2,BC
V6V0A3,3.8,V6V0A3,BC
V6V0A4,3.1,V6V0A4,BC
V6V0A5,3.1,V6V0A5,BC
V6V0A6,2.1,V6V0A6,BC
V6V0A7,2.1,V6V0A7,BC
V6V0A8,1.4,V6V0A8,BC
V6V0A9,3.7,V6V0A9,BC
V6V0B1,0.1,V6V0B1,BC
V6V1A1,3.7,V6V1A1,BC
V6V1A2,3.7,V6V1A2,BC
V6V1A4,3.7,V6V1A4,BC
V6V1A5,3.7,V6V1A5,BC
V6V1A6,3.1,V6V1A6,BC
V6V1A7,3.1,V6V1A7,BC
V6V1A8,2.5,V6V1A8,BC
V6V1A9,1.9,V6V1A9,BC
V6V1B1,1.4,V6V1B1,BC
V6V1B2,1.4,V6V1B2,BC
V6V1B3,1.4,V6V1B3,BC
V6V1B5,0.1,V6V1B5,BC
V6V1B6,0.1,V6V1B6,BC
V6V1B7,0.1,V6V1B7,BC
V6V1B8,1.1,V6V1B8,BC
V6V1B9,1.1,V6V1B9,BC
V6V1C1,1.1,V6V1C1,BC
V6V1C2,1.1,V6V1C2,BC
V6V1C3,0.5,V6V1C3,BC
V6V1C4,0.5,V6V1C4,BC
V6V1C5,0.5,V6V1C5,BC
V6V1C6,1.9,V6V1C6,BC
V6V1C7,1.9,V6V1C7,BC
V6V1C9,0.1,V6V1C9,BC
V6V1E1,0.1,V6V1E1,BC
V6V1E2,0,V6V1E2,BC
V6V1E3,0,V6V1E3,BC
V6V1E4,1.1,V6V1E4,BC
V6V1E5,1.1,V6V1E5,BC
V6V1E6,1.1,V6V1E6,BC
V6V1E8,0.5,V6V1E8,BC
V6V1E9,0.5,V6V1E9,BC
V6V1G1,1.1,V6V1G1,BC
V6V1G2,3.5,V6V1G2,BC
V6V1G3,3.5,V6V1G3,BC
V6V1G4,3.5,V6V1G4,BC
V6V1G5,3.5,V6V1G5,BC
V6V1G8,3.6,V6V1G8,BC
V6V1G9,2.6,V6V1G9,BC
V6V1H1,2.3,V6V1H1,BC
V6V1H2,2.7,V6V1H2,BC
V6V1H3,2.7,V6V1H3,BC
V6V1H4,2.7,V6V1H4,BC
V6V1H5,2.7,V6V1H5,BC
V6V1H6,2.7,V6V1H6,BC
V6V1H7,2.7,V6V1H7,BC
V6V1H8,2.7,V6V1H8,BC
V6V1H9,2.7,V6V1H9,BC
V6V1J2,2.7,V6V1J2,BC
V6V1J3,2.7,V6V1J3,BC
V6V1J4,2.7,V6V1J4,BC
V6V1J5,2.7,V6V1J5,BC
V6V1J6,3.3,V6V1J6,BC
V6V1J7,2.7,V6V1J7,BC
V6V1J8,2.7,V6V1J8,BC
V6V1K2,2.2,V6V1K2,BC
V6V1K4,2.6,V6V1K4,BC
V6V1K6,2.6,V6V1K6,BC
V6V1K7,2.6,V6V1K7,BC
V6V1K8,3.3,V6V1K8,BC
V6V1K9,3.1,V6V1K9,BC
V6V1L1,3.1,V6V1L1,BC
V6V1L3,3.1,V6V1L3,BC
V6V1L4,2.6,V6V1L4,BC
V6V1L5,3.1,V6V1L5,BC
V6V1L6,3.3,V6V1L6,BC
V6V1L7,3.3,V6V1L7,BC
V6V1L8,3.4,V6V1L8,BC
V6V1L9,3.4,V6V1L9,BC
V6V1M1,2.6,V6V1M1,BC
V6V1M2,3.2,V6V1M2,BC
V6V1M3,2.3,V6V1M3,BC
V6V1M4,1.6,V6V1M4,BC
V6V1M5,2.1,V6V1M5,BC
V6V1M7,1.5,V6V1M7,BC
V6V1M8,1.5,V6V1M8,BC
V6V1N1,2.9,V6V1N1,BC
V6V1N2,2.6,V6V1N2,BC
V6V1N3,2.6,V6V1N3,BC
V6V1N4,2.6,V6V1N4,BC
V6V1N5,3.3,V6V1N5,BC
V6V1N6,3.3,V6V1N6,BC
V6V1N7,3.7,V6V1N7,BC
V6V1P1,2.6,V6V1P1,BC
V6V1P3,2.6,V6V1P3,BC
V6V1P4,3.3,V6V1P4,BC
V6V1P5,3.3,V6V1P5,BC
V6V1P6,3.3,V6V1P6,BC
V6V1P7,3.7,V6V1P7,BC
V6V1P8,3.7,V6V1P8,BC
V6V1R1,3.1,V6V1R1,BC
V6V1R2,3.1,V6V1R2,BC
V6V1R3,3.1,V6V1R3,BC
V6V1R4,3.4,V6V1R4,BC
V6V1R5,3.1,V6V1R5,BC
V6V1R6,3.1,V6V1R6,BC
V6V1R7,3.1,V6V1R7,BC
V6V1R8,3.1,V6V1R8,BC
V6V1R9,2.5,V6V1R9,BC
V6V1S1,3.2,V6V1S1,BC
V6V1S2,2.9,V6V1S2,BC
V6V1S3,1.9,V6V1S3,BC
V6V1S4,1.9,V6V1S4,BC
V6V1S5,1.1,V6V1S5,BC
V6V1S6,0.5,V6V1S6,BC
V6V1S7,0.5,V6V1S7,BC
V6V1S8,0.5,V6V1S8,BC
V6V1S9,0.5,V6V1S9,BC
V6V1T1,3.7,V6V1T1,BC
V6V1T2,3.8,V6V1T2,BC
V6V1T3,3.1,V6V1T3,BC
V6V1T4,2.1,V6V1T4,BC
V6V1T5,2.1,V6V1T5,BC
V6V1T7,2.1,V6V1T7,BC
V6V1T8,0.5,V6V1T8,BC
V6V1T9,0.5,V6V1T9,BC
V6V1V2,2.9,V6V1V2,BC
V6V1V3,3.3,V6V1V3,BC
V6V1V8,2.1,V6V1V8,BC
V6V1W1,3.3,V6V1W1,BC
V6V1W2,0.5,V6V1W2,BC
V6V1W3,2.6,V6V1W3,BC
V6V1W4,3.4,V6V1W4,BC
V6V1W5,3.3,V6V1W5,BC
V6V1W7,2.2,V6V1W7,BC
V6V1W8,3.7,V6V1W8,BC
V6V1X2,3.8,V6V1X2,BC
V6V1X5,3.1,V6V1X5,BC
V6V1X6,3.1,V6V1X6,BC
V6V1X7,3.3,V6V1X7,BC
V6V1X9,3.1,V6V1X9,BC
V6V1Y1,3.3,V6V1Y1,BC
V6V1Y2,2.9,V6V1Y2,BC
V6V1Y3,3.1,V6V1Y3,BC
V6V1Y4,3.1,V6V1Y4,BC
V6V1Y5,2.9,V6V1Y5,BC
V6V1Y6,2.9,V6V1Y6,BC
V6V1Y8,2.1,V6V1Y8,BC
V6V1Y9,3.1,V6V1Y9,BC
V6V1Z1,3.8,V6V1Z1,BC
V6V1Z2,2.9,V6V1Z2,BC
V6V1Z3,2.9,V6V1Z3,BC
V6V1Z4,2.9,V6V1Z4,BC
V6V1Z5,2.1,V6V1Z5,BC
V6V1Z6,2.9,V6V1Z6,BC
V6V1Z7,3.6,V6V1Z7,BC
V6V1Z8,2.9,V6V1Z8,BC
V6V1Z9,2.1,V6V1Z9,BC
V6V2A2,3.7,V6V2A2,BC
V6V2A4,3.5,V6V2A4,BC
V6V2A6,2.7,V6V2A6,BC
V6V2A7,2.7,V6V2A7,BC
V6V2A8,2.7,V6V2A8,BC
V6V2A9,3.7,V6V2A9,BC
V6V2B1,2.9,V6V2B1,BC
V6V2B2,2.7,V6V2B2,BC
V6V2B3,3.7,V6V2B3,BC
V6V2B4,2.7,V6V2B4,BC
V6V2B5,2.7,V6V2B5,BC
V6V2B6,3.7,V6V2B6,BC
V6V2B8,3.7,V6V2B8,BC
V6V2C1,3.7,V6V2C1,BC
V6V2C2,3.7,V6V2C2,BC
V6V2C5,3.7,V6V2C5,BC
V6V2C6,2.7,V6V2C6,BC
V6V2C7,2.7,V6V2C7,BC
V6V2C8,2.7,V6V2C8,BC
V6V2C9,2.7,V6V2C9,BC
V6V2E1,2.7,V6V2E1,BC
V6V2E2,2.7,V6V2E2,BC
V6V2E4,3.7,V6V2E4,BC
V6V2E5,0.5,V6V2E5,BC
V6V2E6,2.7,V6V2E6,BC
V6V2E7,2.7,V6V2E7,BC
V6V2E8,2.7,V6V2E8,BC
V6V2E9,3.3,V6V2E9,BC
V6V2G1,3.3,V6V2G1,BC
V6V2G2,3.3,V6V2G2,BC
V6V2G3,3.3,V6V2G3,BC
V6V2G4,2.9,V6V2G4,BC
V6V2G7,2.1,V6V2G7,BC
V6V2G8,2.9,V6V2G8,BC
V6V2G9,3.7,V6V2G9,BC
V6V2H1,2.9,V6V2H1,BC
V6V2H3,0.1,V6V2H3,BC
V6V2H4,2.1,V6V2H4,BC
V6V2H5,2.9,V6V2H5,BC
V6V2H6,2.9,V6V2H6,BC
V6V2H7,2.9,V6V2H7,BC
V6V2H8,3.5,V6V2H8,BC
V6V2H9,2.9,V6V2H9,BC
V6V2J1,3.7,V6V2J1,BC
V6V2J2,3.7,V6V2J2,BC
V6V2J3,3.7,V6V2J3,BC
V6V2J4,3.7,V6V2J4,BC
V6V2J5,3.3,V6V2J5,BC
V6V2J6,3.3,V6V2J6,BC
V6V2J7,3.7,V6V2J7,BC
V6V2J8,3.8,V6V2J8,BC
V6V2J9,2.9,V6V2J9,BC
V6V2K1,2.9,V6V2K1,BC
V6V2K2,3.7,V6V2K2,BC
V6V2K3,3.7,V6V2K3,BC
V6V2K4,3.7,V6V2K4,BC
V6V2K5,2.9,V6V2K5,BC
V6V2K7,2.1,V6V2K7,BC
V6V2K8,0.1,V6V2K8,BC
V6V2K9,3.7,V6V2K9,BC
V6V2L1,3.8,V6V2L1,BC
V6V2L3,3.7,V6V2L3,BC
V6V2L4,3.7,V6V2L4,BC
V6V2L5,3.7,V6V2L5,BC
V6V2L6,1.1,V6V2L6,BC
V6V2L7,1.1,V6V2L7,BC
V6V2L8,1.1,V6V2L8,BC
V6V2L9,2.9,V6V2L9,BC
V6V2M1,2.1,V6V2M1,BC
V6V2M2,3.7,V6V2M2,BC
V6V2M3,3.7,V6V2M3,BC
V6V2M4,3.7,V6V2M4,BC
V6V2M6,3.7,V6V2M6,BC
V6V2M7,3.7,V6V2M7,BC
V6V2M8,2.7,V6V2M8,BC
V6V2M9,3.7,V6V2M9,BC
V6V2N1,3.7,V6V2N1,BC
V6V2N2,3.7,V6V2N2,BC
V6V2N4,2.9,V6V2N4,BC
V6V2N5,2.9,V6V2N5,BC
V6V2N6,2.5,V6V2N6,BC
V6V2N8,3.7,V6V2N8,BC
V6V2N9,3.7,V6V2N9,BC
V6V2P1,0.5,V6V2P1,BC
V6V2P2,0.5,V6V2P2,BC
V6V2P3,0.1,V6V2P3,BC
V6V2P4,0.5,V6V2P4,BC
V6V2P5,0.1,V6V2P5,BC
V6V2P6,0.5,V6V2P6,BC
V6V2P7,0.1,V6V2P7,BC
V6V2P8,1.1,V6V2P8,BC
V6V2P9,1.1,V6V2P9,BC
V6V2R1,0.1,V6V2R1,BC
V6V2R2,3.8,V6V2R2,BC
V6V2R3,2.9,V6V2R3,BC
V6V2R4,2.9,V6V2R4,BC
V6V2R5,2.9,V6V2R5,BC
V6V2R6,3.1,V6V2R6,BC
V6V2R7,3.5,V6V2R7,BC
V6V2R8,3.5,V6V2R8,BC
V6V2R9,3.5,V6V2R9,BC
V6V2S1,3.5,V6V2S1,BC
V6V2S2,3.5,V6V2S2,BC
V6V2S3,3.5,V6V2S3,BC
V6V2S4,3.5,V6V2S4,BC
V6V2S5,3.5,V6V2S5,BC
V6V2S6,2.9,V6V2S6,BC
V6V2S7,0.5,V6V2S7,BC
V6V2S8,1.6,V6V2S8,BC
V6V2S9,1.9,V6V2S9,BC
V6V2T1,1.6,V6V2T1,BC
V6V2T2,3.7,V6V2T2,BC
V6V2T3,3.5,V6V2T3,BC
V6V2T4,1.6,V6V2T4,BC
V6V2T5,3.5,V6V2T5,BC
V6V2T6,3.5,V6V2T6,BC
V6V2T7,3.7,V6V2T7,BC
V6V2T8,3.7,V6V2T8,BC
V6V2T9,0.5,V6V2T9,BC
V6V2V1,1.9,V6V2V1,BC
V6V2V2,1.4,V6V2V2,BC
V6V2V3,3.7,V6V2V3,BC
V6V2V4,3.7,V6V2V4,BC
V6V2V5,0.5,V6V2V5,BC
V6V2V6,0.5,V6V2V6,BC
V6V2V7,1.9,V6V2V7,BC
V6V2V8,3.7,V6V2V8,BC
V6V2V9,3.7,V6V2V9,BC
V6V2W1,1.1,V6V2W1,BC
V6V2W2,3.7,V6V2W2,BC
V6V2W3,1.9,V6V2W3,BC
V6V2W4,3.7,V6V2W4,BC
V6V2W5,1.1,V6V2W5,BC
V6V2W6,0.1,V6V2W6,BC
V6V2W7,1.1,V6V2W7,BC
V6V2W8,2.9,V6V2W8,BC
V6V2W9,3.7,V6V2W9,BC
V6V2X1,2.9,V6V2X1,BC
V6V2X2,3.1,V6V2X2,BC
V6V2X3,3.7,V6V2X3,BC
V6V2X4,2.9,V6V2X4,BC
V6V2X5,1.9,V6V2X5,BC
V6V2X6,0.1,V6V2X6,BC
V6V2X7,3.8,V6V2X7,BC
V6V2X8,3.8,V6V2X8,BC
V6V2Y2,2.1,V6V2Y2,BC
V6V2Y3,2.1,V6V2Y3,BC
V6V2Y4,2.1,V6V2Y4,BC
V6V2Y5,2.1,V6V2Y5,BC
V6V2Y6,2.1,V6V2Y6,BC
V6V2Y7,2.1,V6V2Y7,BC
V6V2Y8,0.5,V6V2Y8,BC
V6V2Y9,0.5,V6V2Y9,BC
V6V2Z1,3.1,V6V2Z1,BC
V6V2Z2,3.1,V6V2Z2,BC
V6V2Z3,3.1,V6V2Z3,BC
V6V2Z4,2.6,V6V2Z4,BC
V6V2Z5,3.1,V6V2Z5,BC
V6V2Z6,2.9,V6V2Z6,BC
V6V2Z7,2.6,V6V2Z7,BC
V6V2Z8,3.8,V6V2Z8,BC
V6V3A1,3.8,V6V3A1,BC
V6V3A2,0.8,V6V3A2,BC
V6V3A3,3.7,V6V3A3,BC
V6V3A4,3.8,V6V3A4,BC
V6V3A5,3.1,V6V3A5,BC
V6V3A6,3.1,V6V3A6,BC
V6V3A7,3.1,V6V3A7,BC
V6V3A8,3.1,V6V3A8,BC
V6V3A9,3.1,V6V3A9,BC
V6V3B1,3.7,V6V3B1,BC
V6V3B2,3.1,V6V3B2,BC
V6V3B3,0.1,V6V3B3,BC
V6V3B4,2.6,V6V3B4,BC
V6V3B5,3.3,V6V3B5,BC
V6V3B6,3.3,V6V3B6,BC
V6V3B7,3.3,V6V3B7,BC
V6V3B9,3.8,V6V3B9,BC
V6V3C1,2.1,V6V3C1,BC
V6V3C2,3.7,V6V3C2,BC
V6V3C3,3.7,V6V3C3,BC
V6V3C4,0.5,V6V3C4,BC
V6V3C5,0.5,V6V3C5,BC
V6V3C6,1.1,V6V3C6,BC
V6V3C7,0.1,V6V3C7,BC
V6V3C8,2.2,V6V3C8,BC
V6V3C9,2.1,V6V3C9,BC
V6V3E1,2.1,V6V3E1,BC
V6V3E2,3.7,V6V3E2,BC
V6W0A1,1.1,V6W0A1,BC
V6W0A2,1.7,V6W0A2,BC
V6W0A3,2.4,V6W0A3,BC
V6W0A4,3.1,V6W0A4,BC
V6W0A5,0,V6W0A5,BC
V6W0A6,0,V6W0A6,BC
V6W0A7,2.7,V6W0A7,BC
V6W0A8,0.5,V6W0A8,BC
V6W0A9,1.4,V6W0A9,BC
V6W0B1,2.4,V6W0B1,BC
V6W1A1,1.2,V6W1A1,BC
V6W1A2,1.2,V6W1A2,BC
V6W1A3,1.2,V6W1A3,BC
V6W1A5,1.2,V6W1A5,BC
V6W1A7,1.9,V6W1A7,BC
V6W1A8,1.9,V6W1A8,BC
V6W1B1,2.4,V6W1B1,BC
V6W1B2,3.1,V6W1B2,BC
